FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE
31910;LACS;1,230;S;R
31910;MALS;0;S;R
31910;SUCS;0,050;S;R
31910;PSACNCS;0,25;S;R
31910;FIBINS;0,50;S;R
31910;FOL;11,86;S;R
31910;NIAEQ;2,358;S;R
31910;NIA;1,139;S;R
31910;VITPYRID;0,10;S;R
31910;RIBF;0,114;S;R
31910;THIA;0,0457;S;R
31910;VITB12;0,40;S;R
31910;VITC;0,32;S;R
31910;VITA;24,237;S;R
31910;CAROTENS;97,6;S;R
31910;VITD;0,199;S;R
31910;VITE;0,413;S;R
31910;VITK;3,152;S;R
31910;CA;43,93;S;R
31910;FE;1,162;S;R
31910;ID;10,86;S;R
31910;K;187,08;S;R
31910;MG;16,710;S;R
31910;NA;339,65;S;R
31910;NACL;865,42;S;R
31910;P;100,5;S;R
31910;SE;8,251;S;R
31910;ZN;1,164;S;R
31910;FAFRE;4,178;S;R
31910;FAPU;0,624;S;R
31910;FAMCIS;1,7968;S;R
31910;FASAT;1,7047;S;R
31910;FATRN;0,0398;S;R
31910;FAPUN3;0,1144;S;R
31910;FAPUN6;0,497;S;R
31910;F18D2CN6;475,398;S;R
31910;F18D3N3;106,395;S;R
31910;F20D5N3;0,877;S;R
31910;F22D6N3;7,153;S;R
31910;TRP;97,6;S;R
31910;CHOLE;35,55;S;R
31910;STERT;16,89;S;R
31911;ENERC;640,93;S;R
31911;CHOAVL;16,699;S;R
31911;FAT;8,135;S;R
31911;PROT;2,97;S;R
31911;ALC;0;S;R
31911;FIBC;0,454;S;R
31911;OA;0,149;S;R
31911;SUGOH;0;S;R
31911;STARCH;3,09;S;R
31911;SUGAR;13,608;S;R
31911;FRUS;0,008;S;R
31911;GALS;0;S;R
31911;GLUS;0,004;S;R
31911;LACS;3,729;S;R
31911;MALS;0,00;S;R
31911;SUCS;9,866;S;R
31911;PSACNCS;0,11;S;R
31911;FIBINS;0,34;S;R
31911;FOL;6,03;S;R
31911;NIAEQ;0,837;S;R
31911;NIA;0,155;S;R
31911;VITPYRID;0,04;S;R
31911;RIBF;0,155;S;R
31911;THIA;0,0314;S;R
31911;VITB12;0,29;S;R
31911;VITC;0,83;S;R
31911;VITA;63,334;S;R
31911;CAROTENS;37,9;S;R
31911;VITD;0,060;S;R
31911;VITE;0,212;S;R
31911;VITK;2,597;S;R
31911;CA;96,02;S;R
31911;FE;0,240;S;R
31911;ID;14,69;S;R
31911;K;157,92;S;R
31911;MG;15,424;S;R
31911;NA;228,50;S;R
31911;NACL;582,22;S;R
31911;P;81,6;S;R
31911;SE;2,511;S;R
31911;ZN;0,429;S;R
31911;FAFRE;7,692;S;R
31911;FAPU;0,308;S;R
31911;FAMCIS;1,9891;S;R
31911;FASAT;5,1916;S;R
31911;FATRN;0,2040;S;R
31911;FAPUN3;0,0514;S;R
31911;FAPUN6;0,220;S;R
31911;F18D2CN6;208,310;S;R
31911;F18D3N3;51,362;S;R
31911;F20D5N3;0;S;R
31911;F22D6N3;0;S;R
31911;TRP;40,8;S;R
31911;CHOLE;16,31;S;R
31911;STERT;6,59;S;R
31917;ENERC;597,46;S;R
31917;CHOAVL;17,376;S;R
31917;FAT;4,429;S;R
31917;PROT;7,84;S;R
31917;ALC;0;S;R
31917;FIBC;0,604;S;R
31917;OA;0;S;R
31917;SUGOH;0;S;R
31917;STARCH;14,00;S;R
31917;SUGAR;3,381;S;R
31917;FRUS;0,019;S;R
31917;GALS;0;S;R
31917;GLUS;0,145;S;R
31917;LACS;3,174;S;R
31917;MALS;0,01;S;R
31917;SUCS;0,038;S;R
31917;PSACNCS;0,18;S;R
31917;FIBINS;0,36;S;R
31917;FOL;8,17;S;R
31917;NIAEQ;2,240;S;R
31917;NIA;1,105;S;R
31917;VITPYRID;0,11;S;R
31917;RIBF;0,158;S;R
31917;THIA;0,0414;S;R
31917;VITB12;0,33;S;R
31917;VITC;0,25;S;R
31917;VITA;6,590;S;R
31917;CAROTENS;44,0;S;R
31917;VITD;0,082;S;R
31917;VITE;0,164;S;R
31917;VITK;2,406;S;R
31917;CA;91,14;S;R
31917;FE;0,869;S;R
31917;ID;12,57;S;R
31917;K;213,67;S;R
31917;MG;18,105;S;R
31917;NA;356,71;S;R
31917;NACL;908,90;S;R
31917;P;114,1;S;R
31917;SE;6,277;S;R
31917;ZN;1,231;S;R
31917;FAFRE;4,196;S;R
31917;FAPU;0,348;S;R
31917;FAMCIS;1,7148;S;R
31917;FASAT;2,0489;S;R
31917;FATRN;0,0757;S;R
31917;FAPUN3;0,0351;S;R
31917;FAPUN6;0,301;S;R
31917;F18D2CN6;289,546;S;R
31917;F18D3N3;31,837;S;R
31917;F20D5N3;0,756;S;R
31917;F22D6N3;2,204;S;R
31917;TRP;96,7;S;R
31917;CHOLE;18,08;S;R
31917;STERT;8,67;S;R
31918;ENERC;496,69;S;R
31918;CHOAVL;17,072;S;R
31918;FAT;4,000;S;R
31918;PROT;3,10;S;R
31918;ALC;0;S;R
31918;FIBC;0,456;S;R
31918;OA;0,166;S;R
31918;SUGOH;0;S;R
31918;STARCH;1,88;S;R
31918;SUGAR;12,049;S;R
31918;FRUS;0;S;R
31918;GALS;0;S;R
31918;GLUS;0,888;S;R
31918;LACS;4,513;S;R
31918;MALS;0,65;S;R
31918;SUCS;5,994;S;R
31918;PSACNCS;0,11;S;R
31918;FIBINS;0,34;S;R
31918;FOL;6,06;S;R
31918;NIAEQ;0,880;S;R
31918;NIA;0,122;S;R
31918;VITPYRID;0,05;S;R
31918;RIBF;0,176;S;R
31918;THIA;0,0318;S;R
31918;VITB12;0,36;S;R
31918;VITC;0,87;S;R
31918;VITA;33,315;S;R
31918;CAROTENS;17,0;S;R
31918;VITD;0,029;S;R
31918;VITE;0,085;S;R
31918;VITK;0,887;S;R
31918;CA;118,67;S;R
31918;FE;0,220;S;R
31918;ID;15,44;S;R
31918;K;202,89;S;R
31918;MG;18,982;S;R
31918;NA;241,72;S;R
31918;NACL;615,90;S;R
31918;P;95,3;S;R
31918;SE;2,704;S;R
31918;ZN;0,525;S;R
31918;FAFRE;3,699;S;R
31918;FAPU;0,094;S;R
31918;FAMCIS;0,9056;S;R
31918;FASAT;2,6142;S;R
31918;FATRN;0,0856;S;R
31918;FAPUN3;0,0143;S;R
31918;FAPUN6;0,060;S;R
31918;F18D2CN6;51,254;S;R
31918;F18D3N3;14,262;S;R
31918;F20D5N3;0;S;R
31918;F22D6N3;0;S;R
31918;TRP;45,4;S;R
31918;CHOLE;11,37;S;R
31918;STERT;1,71;S;R
31919;ENERC;259,37;S;R
31919;CHOAVL;9,488;S;R
31919;FAT;1,645;S;R
31919;PROT;1,17;S;R
31919;ALC;0;S;R
31919;FIBC;1,225;S;R
31919;OA;0,582;S;R
31919;SUGOH;0;S;R
31919;STARCH;1,39;S;R
31919;SUGAR;8,101;S;R
31919;FRUS;5,077;S;R
31919;GALS;0;S;R
31919;GLUS;1,085;S;R
31919;LACS;1,389;S;R
31919;MALS;0;S;R
31919;SUCS;0,550;S;R
31919;PSACNCS;0,39;S;R
31919;FIBINS;0,84;S;R
31919;FOL;8,22;S;R
31919;NIAEQ;0,453;S;R
31919;NIA;0,185;S;R
31919;VITPYRID;0,04;S;R
31919;RIBF;0,079;S;R
31919;THIA;0,0237;S;R
31919;VITB12;0,11;S;R
31919;VITC;15,74;S;R
31919;VITA;13,278;S;R
31919;CAROTENS;61,6;S;R
31919;VITD;0,009;S;R
31919;VITE;0,443;S;R
31919;VITK;4,428;S;R
31919;CA;48,54;S;R
31919;FE;0,337;S;R
31919;ID;5,73;S;R
31919;K;127,25;S;R
31919;MG;10,146;S;R
31919;NA;129,10;S;R
31919;NACL;328,95;S;R
31919;P;40,0;S;R
31919;SE;0,850;S;R
31919;ZN;0,228;S;R
31919;FAFRE;1,424;S;R
31919;FAPU;0,085;S;R
31919;FAMCIS;0,3342;S;R
31919;FASAT;0,9634;S;R
31919;FATRN;0,0412;S;R
31919;FAPUN3;0,0304;S;R
31919;FAPUN6;0,047;S;R
31919;F18D2CN6;44,239;S;R
31919;F18D3N3;30,238;S;R
31919;F20D5N3;0;S;R
31919;F22D6N3;0;S;R
31919;TRP;16,1;S;R
31919;CHOLE;3,09;S;R
31919;STERT;6,31;S;R
31920;ENERC;516,53;S;R
31920;CHOAVL;17,482;S;R
31920;FAT;4,154;S;R
31920;PROT;3,33;S;R
31920;ALC;0;S;R
31920;FIBC;0,532;S;R
31920;OA;0,367;S;R
31920;SUGOH;0;S;R
31920;STARCH;1,49;S;R
31920;SUGAR;15,995;S;R
31920;FRUS;0;S;R
31920;GALS;1,753;S;R
31920;GLUS;1,753;S;R
31920;LACS;0,511;S;R
31920;MALS;0;S;R
31920;SUCS;11,979;S;R
31920;PSACNCS;0,14;S;R
31920;FIBINS;0,42;S;R
31920;FOL;4,48;S;R
31920;NIAEQ;0,822;S;R
31920;NIA;0,123;S;R
31920;VITPYRID;0,04;S;R
31920;RIBF;0,159;S;R
31920;THIA;0,0282;S;R
31920;VITB12;0,32;S;R
31920;VITC;0,98;S;R
31920;VITA;28,690;S;R
31920;CAROTENS;17,4;S;R
31920;VITD;0,017;S;R
31920;VITE;0,071;S;R
31920;VITK;1,024;S;R
31920;CA;103,43;S;R
31920;FE;0,273;S;R
31920;ID;13,15;S;R
31920;K;189,96;S;R
31920;MG;19,557;S;R
31920;NA;37,48;S;R
31920;NACL;95,49;S;R
31920;P;88,4;S;R
31920;SE;2,344;S;R
31920;ZN;0,490;S;R
31920;FAFRE;3,885;S;R
31920;FAPU;0,102;S;R
31920;FAMCIS;1,0024;S;R
31920;FASAT;2,7189;S;R
31920;FATRN;0,0624;S;R
31920;FAPUN3;0,0190;S;R
31920;FAPUN6;0,068;S;R
31920;F18D2CN6;61,167;S;R
31920;F18D3N3;19,007;S;R
31920;F20D5N3;0;S;R
31920;F22D6N3;0;S;R
31920;TRP;41,8;S;R
31920;CHOLE;6,98;S;R
31920;STERT;3,84;S;R
31922;ENERC;400,63;S;R
31922;CHOAVL;11,209;S;R
31922;FAT;3,088;S;R
31922;PROT;5,03;S;R
31922;ALC;0;S;R
31922;FIBC;0,983;S;R
31922;OA;0,188;S;R
31922;SUGOH;0;S;R
31922;STARCH;2,42;S;R
31922;SUGAR;8,793;S;R
31922;FRUS;0,001;S;R
31922;GALS;0;S;R
31922;GLUS;0,036;S;R
31922;LACS;4,517;S;R
31922;MALS;0,00;S;R
31922;SUCS;4,238;S;R
31922;PSACNCS;0,25;S;R
31922;FIBINS;0,73;S;R
31922;FOL;9,96;S;R
31922;NIAEQ;1,081;S;R
31922;NIA;0,167;S;R
31922;VITPYRID;0,06;S;R
31922;RIBF;0,184;S;R
31922;THIA;0,0371;S;R
31922;VITB12;0,58;S;R
31922;VITC;0,67;S;R
31922;VITA;35,881;S;R
31922;CAROTENS;83,5;S;R
31922;VITD;1,173;S;R
31922;VITE;0,230;S;R
31922;VITK;0,543;S;R
31922;CA;122,62;S;R
31922;FE;0,590;S;R
31922;ID;18,03;S;R
31922;K;266,96;S;R
31922;MG;28,453;S;R
31922;NA;52,13;S;R
31922;NACL;132,82;S;R
31922;P;128,9;S;R
31922;SE;6,133;S;R
31922;ZN;0,756;S;R
31922;FAFRE;2,668;S;R
31922;FAPU;0,188;S;R
31922;FAMCIS;0,8915;S;R
31922;FASAT;1,5621;S;R
31922;FATRN;0,0206;S;R
31922;FAPUN3;0,0242;S;R
31922;FAPUN6;0,155;S;R
31922;F18D2CN6;138,312;S;R
31922;F18D3N3;12,967;S;R
31922;F20D5N3;0;S;R
31922;F22D6N3;11,256;S;R
31922;TRP;70,9;S;R
31922;CHOLE;43,98;S;R
31922;STERT;3,36;S;R
31924;ENERC;1143,01;S;R
31924;CHOAVL;45,282;S;R
31924;FAT;5,255;S;R
31924;PROT;8,34;S;R
31924;ALC;0;S;R
31924;FIBC;7,0;L;E
31924;OA;0;S;R
31924;SUGOH;0;S;R
31924;STARCH;41,16;S;R
31924;SUGAR;4,119;S;R
31924;FRUS;0,072;S;R
31924;GALS;0;S;R
31924;GLUS;0,117;S;R
31924;LACS;0;S;R
31924;MALS;0,16;S;R
31924;SUCS;3,770;S;R
31924;PSACNCS;0,72;S;R
31924;FIBINS;4,25;S;R
31924;FOL;37,42;S;R
31924;NIAEQ;2,902;S;R
31924;NIA;1,856;S;R
31924;VITPYRID;0,08;S;R
31924;RIBF;0,107;S;R
31924;THIA;0,1228;S;R
31924;VITB12;0;S;R
31924;VITC;0;S;R
31924;VITA;0,199;S;R
31924;CAROTENS;120,8;S;R
31924;VITD;0;S;R
31924;VITE;1,022;S;R
31924;VITK;5,903;S;R
31924;CA;18,42;S;R
31924;FE;1,588;S;R
31924;ID;4,67;S;R
31924;K;190,80;S;R
31924;MG;45,212;S;R
31924;NA;455,92;S;R
31924;NACL;1161,69;S;R
31924;P;141,7;S;R
31924;SE;3,721;S;R
31924;ZN;1,273;S;R
31924;FAFRE;4,783;S;R
31924;FAPU;1,583;S;R
31924;FAMCIS;2,2867;S;R
31924;FASAT;0,9138;S;R
31924;FATRN;0;S;R
31924;FAPUN3;0,3561;S;R
31924;FAPUN6;1,223;S;R
31924;F18D2CN6;1222,581;S;R
31924;F18D3N3;356,063;S;R
31924;F20D5N3;0;S;R
31924;F22D6N3;0;S;R
31924;TRP;81,9;S;R
31924;CHOLE;0,14;S;R
31924;STERT;54,93;S;R
31926;ENERC;357,55;S;R
31926;CHOAVL;12,515;S;R
31926;FAT;1,826;S;R
31926;PROT;3,64;S;R
31926;ALC;0;S;R
31926;FIBC;1,838;S;R
31926;OA;0,056;S;R
31926;SUGOH;0;S;R
31926;STARCH;2,65;S;R
31926;SUGAR;9,865;S;R
31926;FRUS;0,234;S;R
31926;GALS;0;S;R
31926;GLUS;0,167;S;R
31926;LACS;0;S;R
31926;MALS;0,00;S;R
31926;SUCS;9,461;S;R
31926;PSACNCS;0,68;S;R
31926;FIBINS;1,14;S;R
31926;FOL;36,01;S;R
31926;NIAEQ;1,047;S;R
31926;NIA;0,280;S;R
31926;VITPYRID;0,05;S;R
31926;RIBF;0,032;S;R
31926;THIA;0,1163;S;R
31926;VITB12;0;S;R
31926;VITC;0,29;S;R
31926;VITA;0,345;S;R
31926;CAROTENS;17,7;S;R
31926;VITD;0;S;R
31926;VITE;0,169;S;R
31926;VITK;4,811;S;R
31926;CA;120;L;L
31926;FE;0,936;S;R
31926;ID;1,35;S;R
31926;K;178,11;S;R
31926;MG;25,527;S;R
31926;NA;40,03;S;R
31926;NACL;102,01;S;R
31926;P;55,8;S;R
31926;SE;2,076;S;R
31926;ZN;0,180;S;R
31926;FAFRE;1,365;S;R
31926;FAPU;0,917;S;R
31926;FAMCIS;0,1495;S;R
31926;FASAT;0,2885;S;R
31926;FATRN;0;S;R
31926;FAPUN3;0,2319;S;R
31926;FAPUN6;0,686;S;R
31926;F18D2CN6;685,550;S;R
31926;F18D3N3;231,897;S;R
31926;F20D5N3;0;S;R
31926;F22D6N3;0;S;R
31926;TRP;45,9;S;R
31926;CHOLE;0;S;R
31926;STERT;13,72;S;R
31927;ENERC;810,25;S;R
31927;CHOAVL;21,830;S;R
31927;FAT;9,264;S;R
31927;PROT;5,20;S;R
31927;ALC;0;S;R
31927;FIBC;0,705;S;R
31927;OA;0,175;S;R
31927;SUGOH;0;S;R
31927;STARCH;13,27;S;R
31927;SUGAR;8,065;S;R
31927;FRUS;2,402;S;R
31927;GALS;0;S;R
31927;GLUS;2,602;S;R
31927;LACS;0,980;S;R
31927;MALS;0;S;R
31927;SUCS;2,080;S;R
31927;PSACNCS;0,14;S;R
31927;FIBINS;0,56;S;R
31927;FOL;209,92;S;R
31927;NIAEQ;3,511;S;R
31927;NIA;2,402;S;R
31927;VITPYRID;0,17;S;R
31927;RIBF;0,469;S;R
31927;THIA;0,0646;S;R
31927;VITB12;8,01;S;R
31927;VITC;4,14;S;R
31927;VITA;2402,808;S;R
31927;CAROTENS;43,8;S;R
31927;VITD;0,141;S;R
31927;VITE;1,557;S;R
31927;VITK;11,647;S;R
31927;CA;35,85;S;R
31927;FE;4,077;S;R
31927;ID;5,52;S;R
31927;K;149,87;S;R
31927;MG;16,653;S;R
31927;NA;380,98;S;R
31927;NACL;970,73;S;R
31927;P;107,5;S;R
31927;SE;12,958;S;R
31927;ZN;1,500;S;R
31927;FAFRE;8,776;S;R
31927;FAPU;2,720;S;R
31927;FAMCIS;4,8254;S;R
31927;FASAT;1,2288;S;R
31927;FATRN;0,0011;S;R
31927;FAPUN3;0,8493;S;R
31927;FAPUN6;1,835;S;R
31927;F18D2CN6;1790,610;S;R
31927;F18D3N3;800,400;S;R
31927;F20D5N3;11,194;S;R
31927;F22D6N3;22,975;S;R
31927;TRP;72,4;S;R
31927;CHOLE;36,73;S;R
31927;STERT;59,41;S;R
31928;ENERC;743,90;S;R
31928;CHOAVL;23,374;S;R
31928;FAT;7,000;S;R
31928;PROT;4,92;S;R
31928;ALC;0;S;R
31928;FIBC;0,496;S;R
31928;OA;0,001;S;R
31928;SUGOH;0;S;R
31928;STARCH;16,80;S;R
31928;SUGAR;6,037;S;R
31928;FRUS;1,754;S;R
31928;GALS;0;S;R
31928;GLUS;1,955;S;R
31928;LACS;0;S;R
31928;MALS;0;S;R
31928;SUCS;2,328;S;R
31928;PSACNCS;0,04;S;R
31928;FIBINS;0,45;S;R
31928;FOL;188,23;S;R
31928;NIAEQ;2,941;S;R
31928;NIA;2,533;S;R
31928;VITPYRID;0,17;S;R
31928;RIBF;0,409;S;R
31928;THIA;0,0346;S;R
31928;VITB12;6,51;S;R
31928;VITC;3,06;S;R
31928;VITA;2125,105;S;R
31928;CAROTENS;48,9;S;R
31928;VITD;0,143;S;R
31928;VITE;1,033;S;R
31928;VITK;7,126;S;R
31928;CA;11,90;S;R
31928;FE;4,150;S;R
31928;ID;2,02;S;R
31928;K;108,86;S;R
31928;MG;15,153;S;R
31928;NA;373,61;S;R
31928;NACL;951,97;S;R
31928;P;94,8;S;R
31928;SE;13,415;S;R
31928;ZN;1,498;S;R
31928;FAFRE;6,552;S;R
31928;FAPU;1,817;S;R
31928;FAMCIS;3,3519;S;R
31928;FASAT;1,3813;S;R
31928;FATRN;0,0009;S;R
31928;FAPUN3;0,5285;S;R
31928;FAPUN6;1,244;S;R
31928;F18D2CN6;1200,201;S;R
31928;F18D3N3;479,629;S;R
31928;F20D5N3;11,194;S;R
31928;F22D6N3;22,975;S;R
31928;TRP;68,4;S;R
31928;CHOLE;38,63;S;R
31928;STERT;37,46;S;R
31929;ENERC;387,82;S;R
31929;CHOAVL;13,139;S;R
31929;FAT;2,390;S;R
31929;PROT;3,62;S;R
31929;ALC;0;S;R
31929;FIBC;1,803;S;R
31929;OA;0,006;S;R
31929;SUGOH;0;S;R
31929;STARCH;1,85;S;R
31929;SUGAR;11,285;S;R
31929;FRUS;0,045;S;R
31929;GALS;0;S;R
31929;GLUS;0,018;S;R
31929;LACS;0,160;S;R
31929;MALS;0;S;R
31929;SUCS;11,062;S;R
31929;PSACNCS;0,71;S;R
31929;FIBINS;1,13;S;R
31929;FOL;33,87;S;R
31929;NIAEQ;0,984;S;R
31929;NIA;0,228;S;R
31929;VITPYRID;0,04;S;R
31929;RIBF;0,038;S;R
31929;THIA;0,1002;S;R
31929;VITB12;0;S;R
31929;VITC;0;S;R
31929;VITA;1,840;S;R
31929;CAROTENS;3,4;S;R
31929;VITD;0;S;R
31929;VITE;0,086;S;R
31929;VITK;4,303;S;R
31929;CA;120;L;L
31929;FE;0,932;S;R
31929;ID;1,72;S;R
31929;K;205,27;S;R
31929;MG;28,220;S;R
31929;NA;197,03;S;R
31929;NACL;502,04;S;R
31929;P;55,3;S;R
31929;SE;1,874;S;R
31929;ZN;0,199;S;R
31929;FAFRE;1,822;S;R
31929;FAPU;0,850;S;R
31929;FAMCIS;0,3129;S;R
31929;FASAT;0,6497;S;R
31929;FATRN;0,0007;S;R
31929;FAPUN3;0,2175;S;R
31929;FAPUN6;0,632;S;R
31929;F18D2CN6;632,270;S;R
31929;F18D3N3;217,496;S;R
31929;F20D5N3;0;S;R
31929;F22D6N3;0;S;R
31929;TRP;45,2;S;R
31929;CHOLE;0,10;S;R
31929;STERT;13,78;S;R
31930;ENERC;371,16;S;R
31930;CHOAVL;13,138;S;R
31930;FAT;2,228;S;R
31930;PROT;3,04;S;R
31930;ALC;0;S;R
31930;FIBC;1,709;S;R
31930;OA;0,004;S;R
31930;SUGOH;0;S;R
31930;STARCH;1,85;S;R
31930;SUGAR;11,290;S;R
31930;FRUS;0,036;S;R
31930;GALS;0;S;R
31930;GLUS;0,014;S;R
31930;LACS;0,094;S;R
31930;MALS;0;S;R
31930;SUCS;11,146;S;R
31930;PSACNCS;0,64;S;R
31930;FIBINS;1,12;S;R
31930;FOL;27,41;S;R
31930;NIAEQ;0,832;S;R
31930;NIA;0,201;S;R
31930;VITPYRID;0,04;S;R
31930;RIBF;0,031;S;R
31930;THIA;0,0800;S;R
31930;VITB12;0,38;L;L
31930;VITC;0;S;R
31930;VITA;1,225;S;R
31930;CAROTENS;3,0;S;R
31930;VITD;0,75;L;L
31930;VITE;0,069;S;R
31930;VITK;3,493;S;R
31930;CA;120;L;L
31930;FE;0,853;S;R
31930;ID;1,38;S;R
31930;K;191,58;S;R
31930;MG;27,520;S;R
31930;NA;196,63;S;R
31930;NACL;501,02;S;R
31930;P;49,9;S;R
31930;SE;1,514;S;R
31930;ZN;0,221;S;R
31930;FAFRE;1,704;S;R
31930;FAPU;0,690;S;R
31930;FAMCIS;0,3327;S;R
31930;FASAT;0,6739;S;R
31930;FATRN;0,0004;S;R
31930;FAPUN3;0,1746;S;R
31930;FAPUN6;0,515;S;R
31930;F18D2CN6;515,324;S;R
31930;F18D3N3;174,626;S;R
31930;F20D5N3;0;S;R
31930;F22D6N3;0;S;R
31930;TRP;37,8;S;R
31930;CHOLE;0,05;S;R
31930;STERT;12,55;S;R
31932;ENERC;581,49;S;R
31932;CHOAVL;22,661;S;R
31932;FAT;2,665;S;R
31932;PROT;5,46;S;R
31932;ALC;0;S;R
31932;FIBC;0,538;S;R
31932;OA;0,046;S;R
31932;SUGOH;0;S;R
31932;STARCH;14,14;S;R
31932;SUGAR;8,227;S;R
31932;FRUS;1,825;S;R
31932;GALS;0;S;R
31932;GLUS;2,008;S;R
31932;LACS;2,340;S;R
31932;MALS;0;S;R
31932;SUCS;2,054;S;R
31932;PSACNCS;0,08;S;R
31932;FIBINS;0,46;S;R
31932;FOL;172,50;S;R
31932;NIAEQ;3,155;S;R
31932;NIA;2,016;S;R
31932;VITPYRID;0,15;S;R
31932;RIBF;0,419;S;R
31932;THIA;0,0664;S;R
31932;VITB12;4,94;S;R
31932;VITC;3,36;S;R
31932;VITA;1838,270;S;R
31932;CAROTENS;7,2;S;R
31932;VITD;0,150;S;R
31932;VITE;0,202;S;R
31932;VITK;0,941;S;R
31932;CA;73,00;S;R
31932;FE;4,216;S;R
31932;ID;8,34;S;R
31932;K;173,85;S;R
31932;MG;19,307;S;R
31932;NA;470,53;S;R
31932;NACL;1198,92;S;R
31932;P;119,3;S;R
31932;SE;10,630;S;R
31932;ZN;1,555;S;R
31932;FAFRE;2,383;S;R
31932;FAPU;0,373;S;R
31932;FAMCIS;0,7992;S;R
31932;FASAT;1,1545;S;R
31932;FATRN;0,0566;S;R
31932;FAPUN3;0,1148;S;R
31932;FAPUN6;0,244;S;R
31932;F18D2CN6;202,451;S;R
31932;F18D3N3;64,254;S;R
31932;F20D5N3;12,001;S;R
31932;F22D6N3;25,968;S;R
31932;TRP;74,6;S;R
31932;CHOLE;34,24;S;R
31932;STERT;11,64;S;R
31936;ENERC;323,63;S;R
31936;CHOAVL;12,095;S;R
31936;FAT;1,506;S;R
31936;PROT;3,04;S;R
31936;ALC;0;S;R
31936;FIBC;1,328;S;R
31936;OA;0;S;R
31936;SUGOH;0;S;R
31936;STARCH;1,69;S;R
31936;SUGAR;10,405;S;R
31936;FRUS;0,042;S;R
31936;GALS;0;S;R
31936;GLUS;0,017;S;R
31936;LACS;0;S;R
31936;MALS;0;S;R
31936;SUCS;10,346;S;R
31936;PSACNCS;0,58;S;R
31936;FIBINS;0,79;S;R
31936;FOL;31,29;S;R
31936;NIAEQ;0,822;S;R
31936;NIA;0,186;S;R
31936;VITPYRID;0,04;S;R
31936;RIBF;0,026;S;R
31936;THIA;0,0930;S;R
31936;VITB12;0,38;L;L
31936;VITC;0;S;R
31936;VITA;0,168;S;R
31936;CAROTENS;2,0;S;R
31936;VITD;0,75;L;L
31936;VITE;0,072;S;R
31936;VITK;3,975;S;R
31936;CA;120;L;L
31936;FE;0,722;S;R
31936;ID;1,03;S;R
31936;K;146,81;S;R
31936;MG;19,796;S;R
31936;NA;193,78;S;R
31936;NACL;493,76;S;R
31936;P;40,1;S;R
31936;SE;1,697;S;R
31936;ZN;0,086;S;R
31936;FAFRE;1,125;S;R
31936;FAPU;0,778;S;R
31936;FAMCIS;0,0967;S;R
31936;FASAT;0,2410;S;R
31936;FATRN;0;S;R
31936;FAPUN3;0,2030;S;R
31936;FAPUN6;0,575;S;R
31936;F18D2CN6;575,498;S;R
31936;F18D3N3;202,985;S;R
31936;F20D5N3;0;S;R
31936;F22D6N3;0;S;R
31936;TRP;38,1;S;R
31936;CHOLE;0;S;R
31936;STERT;10,53;S;R
31937;ENERC;426,97;S;R
31937;CHOAVL;15,306;S;R
31937;FAT;2,706;S;R
31937;PROT;3,80;S;R
31937;ALC;0;S;R
31937;FIBC;0;S;R
31937;OA;0,160;S;R
31937;SUGOH;0;S;R
31937;STARCH;1,72;S;R
31937;SUGAR;13,586;S;R
31937;FRUS;0;S;R
31937;GALS;0;S;R
31937;GLUS;0;S;R
31937;LACS;4,714;S;R
31937;MALS;0;S;R
31937;SUCS;8,871;S;R
31937;PSACNCS;0;S;R
31937;FIBINS;0;S;R
31937;FOL;4,16;S;R
31937;NIAEQ;0,841;S;R
31937;NIA;0,094;S;R
31937;VITPYRID;0,05;S;R
31937;RIBF;0,182;S;R
31937;THIA;0,0323;S;R
31937;VITB12;0,36;S;R
31937;VITC;1,07;S;R
31937;VITA;1,566;S;R
31937;CAROTENS;3,5;S;R
31937;VITD;0,001;S;R
31937;VITE;0,475;S;R
31937;VITK;3,901;S;R
31937;CA;117,92;S;R
31937;FE;0,052;S;R
31937;ID;17,40;S;R
31937;K;154,17;S;R
31937;MG;12,282;S;R
31937;NA;237,87;S;R
31937;NACL;606,10;S;R
31937;P;87,4;S;R
31937;SE;2,557;S;R
31937;ZN;0,416;S;R
31937;FAFRE;2,611;S;R
31937;FAPU;0,833;S;R
31937;FAMCIS;1,5041;S;R
31937;FASAT;0,2707;S;R
31937;FATRN;0,0036;S;R
31937;FAPUN3;0,2728;S;R
31937;FAPUN6;0,557;S;R
31937;F18D2CN6;556,226;S;R
31937;F18D3N3;272,773;S;R
31937;F20D5N3;0;S;R
31937;F22D6N3;0;S;R
31937;TRP;44,8;S;R
31937;CHOLE;1,40;S;R
31937;STERT;17,47;S;R
31938;ENERC;499,16;S;R
31938;CHOAVL;18,382;S;R
31938;FAT;3,315;S;R
31938;PROT;3,46;S;R
31938;ALC;0;S;R
31938;FIBC;0,381;S;R
31938;OA;0,164;S;R
31938;SUGOH;0;S;R
31938;STARCH;3,57;S;R
31938;SUGAR;14,810;S;R
31938;FRUS;1,497;S;R
31938;GALS;0;S;R
31938;GLUS;0;S;R
31938;LACS;5,121;S;R
31938;MALS;0;S;R
31938;SUCS;8,192;S;R
31938;PSACNCS;0,10;S;R
31938;FIBINS;0,29;S;R
31938;FOL;4,98;S;R
31938;NIAEQ;0,991;S;R
31938;NIA;0,127;S;R
31938;VITPYRID;0,05;S;R
